Amount,AmountIncludingVAT,Description,DocumentNo,BilltoCustomerNo,Quantity,PostingDate,LocationCode,GSTAssessableValueLCY,InvDiscountAmount,ItemCategoryCode,no,billToName,billToCity,state
200200.0,200200.0,SOLAR PANEL 550 WP MONO HALF CUT NON DCR BIFACIAL GLASS TO BACK SHEET,SINV25-00664,C000157,28.0,2025-05-21,FG,0,0,FG-SOLAR PANEL TB,SINV25-00664,BHARAT PUMPS AND PIPE,KURUKSHETRA,HR
0.0,0.0,Shipment No. DS25-00637:,SINV25-00665,,0.0,2025-05-21,,0,0,,SINV25-00665,YASH ENTERPRISES,SAMPLA,HR
981750.0,981750.0,SOLAR PANEL 550 WP MONO HALF CUT NON DCR BIFACIAL GLASS TO BACK SHEET,SINV25-00665,C000306,140.0,2025-05-21,FG,0,0,FG-SOLAR PANEL TB,SINV25-00665,YASH ENTERPRISES,SAMPLA,HR
0.0,0.0,Shipment No. DS25-00638:,SINV25-00666,,0.0,2025-05-21,FG,0,0,,SINV25-00666,SUCCESS IMPEX PVT. LTD.,NEW DELHI,DL
785400.0,785400.0,SOLAR PANEL 550 WP MONO HALF CUT NON DCR BIFACIAL GLASS TO BACK SHEET,SINV25-00666,C000325,112.0,2025-05-21,FG,0,0,FG-SOLAR PANEL TB,SINV25-00666,SUCCESS IMPEX PVT. LTD.,NEW DELHI,DL
0.0,0.0,Shipment No. DS25-00643:,SINV25-00667,,0.0,2025-05-21,,0,0,,SINV25-00667,ANIL ENTERPRISES,SAMPLA,HR
392700.0,392700.0,SOLAR PANEL 550 WP MONO HALF CUT NON DCR BIFACIAL GLASS TO BACK SHEET,SINV25-00667,C000012,56.0,2025-05-21,FG,0,0,FG-SOLAR PANEL TB,SINV25-00667,ANIL ENTERPRISES,SAMPLA,HR
1131900.0,1131900.0,SOLAR PANEL 550 WP MONO HALF CUT DCR BIFACIAL GLASS TO BACK SHEET,SINV25-00667,C000012,84.0,2025-05-21,FG,0,0,FG-SOLAR PANEL TB,SINV25-00667,ANIL ENTERPRISES,SAMPLA,HR
0.0,0.0,Shipment No. DS25-00640:,SINV25-00668,,0.0,2025-05-21,,0,0,,SINV25-00668,ANANT ENERGY,PALHAWAS,HR
400400.0,400400.0,SOLAR PANEL 550 WP MONO HALF CUT NON DCR BIFACIAL GLASS TO BACK SHEET,SINV25-00668,C000326,56.0,2025-05-21,FG,0,0,FG-SOLAR PANEL TB,SINV25-00668,ANANT ENERGY,PALHAWAS,HR
770000.0,770000.0,SOLAR PANEL 550 WP MONO HALF CUT DCR BIFACIAL GLASS TO BACK SHEET,SINV25-00668,C000326,56.0,2025-05-21,FG,0,0,FG-SOLAR PANEL TB,SINV25-00668,ANANT ENERGY,PALHAWAS,HR
0.0,0.0,Shipment No. DS25-00645:,SINV25-00669,,0.0,2025-05-21,,0,0,,SINV25-00669,GANESH PIPE STORE,MANDI DABWALI,HR
1374450.0,1374450.0,SOLAR PANEL 550 WP MONO HALF CUT NON DCR BIFACIAL GLASS TO BACK SHEET,SINV25-00669,C000058,196.0,2025-05-21,FG,0,0,FG-SOLAR PANEL TB,SINV25-00669,GANESH PIPE STORE,MANDI DABWALI,HR
0.0,0.0,Shipment No. DS25-00644:,SINV25-00670,,0.0,2025-05-21,,0,0,,SINV25-00670,SHRI SHYAM SALES CORPORATION,NOHAR,RJ
1001000.0,1001000.0,SOLAR PANEL 550 WP MONO HALF CUT NON DCR BIFACIAL GLASS TO BACK SHEET,SINV25-00670,C000202,140.0,2025-05-21,FG,0,0,FG-SOLAR PANEL TB,SINV25-00670,SHRI SHYAM SALES CORPORATION,NOHAR,RJ
770000.0,770000.0,SOLAR PANEL 550 WP MONO HALF CUT DCR BIFACIAL GLASS TO BACK SHEET,SINV25-00670,C000202,56.0,2025-05-21,FG,0,0,FG-SOLAR PANEL TB,SINV25-00670,SHRI SHYAM SALES CORPORATION,NOHAR,RJ
0.0,0.0,Shipment No. DS25-00646:,SINV25-00671,,0.0,2025-05-21,FG,0,0,,SINV25-00671,POWERADE SOLUTION,REWARI,HR
612150.0,612150.0,SOLAR PANEL 550 WP MONO HALF CUT NON DCR BIFACIAL GLASS TO BACK SHEET,SINV25-00671,C000366,84.0,2025-05-21,FG,0,0,FG-SOLAR PANEL TB,SINV25-00671,POWERADE SOLUTION,REWARI,HR
770000.0,770000.0,SOLAR PANEL 550 WP MONO HALF CUT DCR BIFACIAL GLASS TO BACK SHEET,SINV25-00671,C000366,56.0,2025-05-21,FG,0,0,FG-SOLAR PANEL TB,SINV25-00671,POWERADE SOLUTION,REWARI,HR
0.0,0.0,Shipment No. DS25-00647:,SINV25-00672,,0.0,2025-05-22,,0,0,,SINV25-00672,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
1391040.0,1391040.0,SOLAR PANEL 540 WP MONO HALF CUT DCR,SINV25-00672,C000106,112.0,2025-05-22,FG,0,0,FG-SOLAR PANEL WB,SINV25-00672,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
0.0,0.0,Shipment No. DS25-00648:,SINV25-00673,,0.0,2025-05-22,,0,0,,SINV25-00673,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
2679040.0,2679040.0,SOLAR PANEL 520 WP MONO HALF CUT DCR,SINV25-00673,C000106,224.0,2025-05-22,FG,0,0,FG-SOLAR PANEL WB,SINV25-00673,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
0.0,0.0,Shipment No. DS25-00657:,SINV25-00674,,0.0,2025-05-22,,0,0,,SINV25-00674,RITIKA ELECTRONIC AND SOLAR SYSTEMS,SHARANPUR,UP
200200.0,200200.0,SOLAR PANEL 550 WP MONO HALF CUT NON DCR BIFACIAL GLASS TO BACK SHEET,SINV25-00674,C000344,28.0,2025-05-22,FG,0,0,FG-SOLAR PANEL TB,SINV25-00674,RITIKA ELECTRONIC AND SOLAR SYSTEMS,SHARANPUR,UP
0.0,0.0,Shipment No. DS25-00656:,SINV25-00675,,0.0,2025-05-22,,0,0,,SINV25-00675,SUCCESS IMPEX PVT. LTD.,NEW DELHI,DL
770000.0,770000.0,SOLAR PANEL 550 WP MONO HALF CUT DCR BIFACIAL GLASS TO BACK SHEET,SINV25-00675,C000325,56.0,2025-05-22,FG,0,0,FG-SOLAR PANEL TB,SINV25-00675,SUCCESS IMPEX PVT. LTD.,NEW DELHI,DL
0.0,0.0,Shipment No. DS25-00655:,SINV25-00676,,0.0,2025-05-22,,0,0,,SINV25-00676,ISHAAN BRIGHT ENERGY (OPC) PRIVATE LIMITED,KURUKSHETRA,HR
400400.0,400400.0,SOLAR PANEL 550 WP MONO HALF CUT NON DCR BIFACIAL GLASS TO BACK SHEET,SINV25-00676,C000242,56.0,2025-05-22,FG,0,0,FG-SOLAR PANEL TB,SINV25-00676,ISHAAN BRIGHT ENERGY (OPC) PRIVATE LIMITED,KURUKSHETRA,HR
770000.0,770000.0,SOLAR PANEL 550 WP MONO HALF CUT DCR BIFACIAL GLASS TO BACK SHEET,SINV25-00676,C000242,56.0,2025-05-22,FG,0,0,FG-SOLAR PANEL TB,SINV25-00676,ISHAAN BRIGHT ENERGY (OPC) PRIVATE LIMITED,KURUKSHETRA,HR
0.0,0.0,Shipment No. DS25-00658:,SINV25-00677,,0.0,2025-05-22,,0,0,,SINV25-00677,FBI MULTI VENTURES,CHADOORA,JK
1963500.0,1963500.0,SOLAR PANEL 550 WP MONO HALF CUT NON DCR BIFACIAL GLASS TO BACK SHEET,SINV25-00677,C000248,280.0,2025-05-22,FG,0,0,FG-SOLAR PANEL TB,SINV25-00677,FBI MULTI VENTURES,CHADOORA,JK
0.0,0.0,Shipment No. DS25-00649:,SINV25-00678,,0.0,2025-05-22,,0,0,,SINV25-00678,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
2679040.0,2679040.0,SOLAR PANEL 520 WP MONO HALF CUT DCR,SINV25-00678,C000106,224.0,2025-05-22,FG,0,0,FG-SOLAR PANEL WB,SINV25-00678,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
0.0,0.0,Shipment No. DS25-00650:,SINV25-00679,,0.0,2025-05-22,,0,0,,SINV25-00679,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
2679040.0,2679040.0,SOLAR PANEL 520 WP MONO HALF CUT DCR,SINV25-00679,C000106,224.0,2025-05-22,FG,0,0,FG-SOLAR PANEL WB,SINV25-00679,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
0.0,0.0,Shipment No. DS25-00651:,SINV25-00680,,0.0,2025-05-22,,0,0,,SINV25-00680,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
2679040.0,2679040.0,SOLAR PANEL 520 WP MONO HALF CUT DCR,SINV25-00680,C000106,224.0,2025-05-22,FG,0,0,FG-SOLAR PANEL WB,SINV25-00680,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
0.0,0.0,Shipment No. DS25-00652:,SINV25-00681,,0.0,2025-05-22,,0,0,,SINV25-00681,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
2679040.0,2679040.0,SOLAR PANEL 520 WP MONO HALF CUT DCR,SINV25-00681,C000106,224.0,2025-05-22,FG,0,0,FG-SOLAR PANEL WB,SINV25-00681,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
0.0,0.0,Shipment No. DS25-00642:,SINV25-00682,,0.0,2025-05-22,,0,0,,SINV25-00682,SUN POWER SOLAR ENERGY,KANINA,HR
392700.0,392700.0,SOLAR PANEL 550 WP MONO HALF CUT NON DCR BIFACIAL GLASS TO BACK SHEET,SINV25-00682,C000141,56.0,2025-05-22,FG,0,0,FG-SOLAR PANEL TB,SINV25-00682,SUN POWER SOLAR ENERGY,KANINA,HR
770000.0,770000.0,SOLAR PANEL 550 WP MONO HALF CUT DCR BIFACIAL GLASS TO BACK SHEET,SINV25-00682,C000141,56.0,2025-05-22,FG,0,0,FG-SOLAR PANEL TB,SINV25-00682,SUN POWER SOLAR ENERGY,KANINA,HR
0.0,0.0,Shipment No. DS25-00660:,SINV25-00683,,0.0,2025-05-22,,0,0,,SINV25-00683,INNOVATIONS,AMBALA CITY,HR
400400.0,400400.0,SOLAR PANEL 550 WP MONO HALF CUT NON DCR BIFACIAL GLASS TO BACK SHEET,SINV25-00683,C000072,56.0,2025-05-22,FG,0,0,FG-SOLAR PANEL TB,SINV25-00683,INNOVATIONS,AMBALA CITY,HR
770000.0,770000.0,SOLAR PANEL 550 WP MONO HALF CUT DCR BIFACIAL GLASS TO BACK SHEET,SINV25-00683,C000072,56.0,2025-05-22,FG,0,0,FG-SOLAR PANEL TB,SINV25-00683,INNOVATIONS,AMBALA CITY,HR
0.0,0.0,Shipment No. DS25-00653:,SINV25-00684,,0.0,2025-05-22,,0,0,,SINV25-00684,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
2679040.0,2679040.0,SOLAR PANEL 520 WP MONO HALF CUT DCR,SINV25-00684,C000106,224.0,2025-05-22,FG,0,0,FG-SOLAR PANEL WB,SINV25-00684,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
0.0,0.0,Shipment No. DS25-00654:,SINV25-00685,,0.0,2025-05-22,,0,0,,SINV25-00685,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
334880.0,334880.0,SOLAR PANEL 520 WP MONO HALF CUT DCR,SINV25-00685,C000106,28.0,2025-05-22,FG,0,0,FG-SOLAR PANEL WB,SINV25-00685,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
0.0,0.0,Shipment No. DS25-00662:,SINV25-00686,,0.0,2025-05-22,,0,0,,SINV25-00686,GLOBAL ENTERPRISES,BHATINDA,PB
1570800.0,1570800.0,SOLAR PANEL 550 WP MONO HALF CUT NON DCR BIFACIAL GLASS TO BACK SHEET,SINV25-00686,C000062,224.0,2025-05-22,FG,0,0,FG-SOLAR PANEL TB,SINV25-00686,GLOBAL ENTERPRISES,BHATINDA,PB
369600.0,369600.0,SOLAR PANEL 550 WP MONO HALF CUT DCR BIFACIAL GLASS TO BACK SHEET,SINV25-00686,C000062,28.0,2025-05-22,FG,0,0,FG-SOLAR PANEL TB,SINV25-00686,GLOBAL ENTERPRISES,BHATINDA,PB
0.0,0.0,Shipment No. DS25-00663:,SINV25-00687,,0.0,2025-05-22,FG,0,0,,SINV25-00687,HARI ASHISH SOLAR AND BATTERY,FAZILKA,PB
1520860.0,1520860.0,SOLAR PANEL 550 WP MONO HALF CUT NON DCR BIFACIAL GLASS TO BACK SHEET,SINV25-00687,C000069,223.0,2025-05-22,FG,0,0,FG-SOLAR PANEL TB,SINV25-00687,HARI ASHISH SOLAR AND BATTERY,FAZILKA,PB
0.0,0.0,Shipment No. DS25-00661:,SINV25-00688,,0.0,2025-05-22,,0,0,,SINV25-00688,KRPC ENTERPRISES PVT LTD,DELHI,DL
1585100.0,1585100.0,SOLAR PANEL 520 WP MONO HALF CUT NON DCR,SINV25-00688,C000254,242.0,2025-05-22,FG,0,0,FG-SOLAR PANEL WB,SINV25-00688,KRPC ENTERPRISES PVT LTD,DELHI,DL
36400.0,36400.0,PLASTIC SCRAP ,SINV25-00689,C000365,3640.0,2025-05-23,SCRAP,0,0,SCRAP,SINV25-00689,JAINSON'S MARKETING & SERVICES,BARAWALA,HR
3775.0,3775.0,PLASTIC SCRAP ,SINV25-00690,C000365,755.0,2025-05-23,SCRAP,0,0,SCRAP,SINV25-00690,JAINSON'S MARKETING & SERVICES,BARAWALA,HR
191330.0,191330.0,COPPER SCRAP,SINV25-00691,C000368,265.0,2025-05-23,SCRAP,0,0,SCRAP,SINV25-00691,SHIV SHAKTI ENTERPRISES,REWARI,HR
0.0,0.0,Shipment No. DS25-00664:,SINV25-00692,,0.0,2025-05-23,,0,0,,SINV25-00692,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
2679040.0,2679040.0,SOLAR PANEL 520 WP MONO HALF CUT DCR,SINV25-00692,C000106,224.0,2025-05-23,FG,0,0,FG-SOLAR PANEL WB,SINV25-00692,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
0.0,0.0,Shipment No. DS25-00665:,SINV25-00693,,0.0,2025-05-23,,0,0,,SINV25-00693,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
2679040.0,2679040.0,SOLAR PANEL 520 WP MONO HALF CUT DCR,SINV25-00693,C000106,224.0,2025-05-23,FG,0,0,FG-SOLAR PANEL WB,SINV25-00693,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
0.0,0.0,Shipment No. DS25-00659:,SINV25-00694,,0.0,2025-05-23,,0,0,,SINV25-00694,SAP COMMUNICATION,JAJPUR,OD
1201200.0,1201200.0,SOLAR PANEL 550 WP MONO HALF CUT NON DCR BIFACIAL GLASS TO BACK SHEET,SINV25-00694,C000125,168.0,2025-05-23,FG,0,0,FG-SOLAR PANEL TB,SINV25-00694,SAP COMMUNICATION,JAJPUR,OD
1540000.0,1540000.0,SOLAR PANEL 550 WP MONO HALF CUT DCR BIFACIAL GLASS TO BACK SHEET,SINV25-00694,C000125,112.0,2025-05-23,FG,0,0,FG-SOLAR PANEL TB,SINV25-00694,SAP COMMUNICATION,JAJPUR,OD
0.0,0.0,Shipment No. DS25-00666:,SINV25-00695,,0.0,2025-05-23,,0,0,,SINV25-00695,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
2679040.0,2679040.0,SOLAR PANEL 520 WP MONO HALF CUT DCR,SINV25-00695,C000106,224.0,2025-05-23,FG,0,0,FG-SOLAR PANEL WB,SINV25-00695,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
0.0,0.0,Shipment No. DS25-00667:,SINV25-00696,,0.0,2025-05-23,,0,0,,SINV25-00696,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
2679040.0,2679040.0,SOLAR PANEL 520 WP MONO HALF CUT DCR,SINV25-00696,C000106,224.0,2025-05-23,FG,0,0,FG-SOLAR PANEL WB,SINV25-00696,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
24095.0,24095.0,WOODEN PALLET SCRAP,SINV25-00697,C000356,1975.0,2025-05-23,SCRAP,0,0,SCRAP,SINV25-00697,MOR TRADING & CONSTRUCTION CO.,RADAUR,HR
17700.0,17700.0,WOODEN SCRAP ,SINV25-00697,C000356,3540.0,2025-05-23,SCRAP,0,0,SCRAP,SINV25-00697,MOR TRADING & CONSTRUCTION CO.,RADAUR,HR
0.0,0.0,Shipment No. DS25-00678:,SINV25-00698,,0.0,2025-05-23,,0,0,,SINV25-00698,G3S SOLAR POWER,RUPNAGAR,PB
408100.0,408100.0,SOLAR PANEL 550 WP MONO HALF CUT NON DCR BIFACIAL GLASS TO BACK SHEET,SINV25-00698,C000351,56.0,2025-05-23,FG,0,0,FG-SOLAR PANEL TB,SINV25-00698,G3S SOLAR POWER,RUPNAGAR,PB
0.0,0.0,Shipment No. DS25-00679:,SINV25-00699,,0.0,2025-05-23,,0,0,,SINV25-00699,GANESH PIPE STORE,MANDI DABWALI,HR
1963500.0,1963500.0,SOLAR PANEL 550 WP MONO HALF CUT NON DCR BIFACIAL GLASS TO BACK SHEET,SINV25-00699,C000058,280.0,2025-05-23,FG,0,0,FG-SOLAR PANEL TB,SINV25-00699,GANESH PIPE STORE,MANDI DABWALI,HR
0.0,0.0,Shipment No. DS25-00681:,SINV25-00700,,0.0,2025-05-23,FG,0,0,,SINV25-00700,SIDHU COMPUTER CARE,MALOUT,PB
1963500.0,1963500.0,SOLAR PANEL 550 WP MONO HALF CUT NON DCR BIFACIAL GLASS TO BACK SHEET,SINV25-00700,C000136,280.0,2025-05-23,FG,0,0,FG-SOLAR PANEL TB,SINV25-00700,SIDHU COMPUTER CARE,MALOUT,PB
762300.0,762300.0,SOLAR PANEL 550 WP MONO HALF CUT DCR BIFACIAL GLASS TO BACK SHEET,SINV25-00700,C000136,56.0,2025-05-23,FG,0,0,FG-SOLAR PANEL TB,SINV25-00700,SIDHU COMPUTER CARE,MALOUT,PB
0.0,0.0,Shipment No. DS25-00668:,SINV25-00701,,0.0,2025-05-23,,0,0,,SINV25-00701,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
2679040.0,2679040.0,SOLAR PANEL 520 WP MONO HALF CUT DCR,SINV25-00701,C000106,224.0,2025-05-23,FG,0,0,FG-SOLAR PANEL WB,SINV25-00701,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
0.0,0.0,Shipment No. DS25-00669:,SINV25-00702,,0.0,2025-05-23,,0,0,,SINV25-00702,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
2679040.0,2679040.0,SOLAR PANEL 520 WP MONO HALF CUT DCR,SINV25-00702,C000106,224.0,2025-05-23,FG,0,0,FG-SOLAR PANEL WB,SINV25-00702,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
0.0,0.0,Shipment No. DS25-00674:,SINV25-00703,,0.0,2025-05-23,FG,0,0,,SINV25-00703,NAVYA TRADERS,ISMAILAPUR,UP
357788.0,357788.0,SOLAR ON GRID TIE INVERTER 3.4 KW SINGLE MPPT 1 STR-1PH,SINV25-00703,C000191,23.0,2025-05-23,FG,0,0,ON GRID INVERTER,SINV25-00703,NAVYA TRADERS,ISMAILAPUR,UP
392700.0,392700.0,SOLAR PANEL 550 WP MONO HALF CUT DCR BIFACIAL GLASS TO BACK SHEET,SINV25-00703,C000191,28.0,2025-05-23,FG,0,0,FG-SOLAR PANEL TB,SINV25-00703,NAVYA TRADERS,ISMAILAPUR,UP
0.0,0.0,Shipment No. DS25-00675:,SINV25-00703,,0.0,2025-05-23,FG,0,0,,SINV25-00703,NAVYA TRADERS,ISMAILAPUR,UP
51112.0,51112.0,SOLAR ON GRID TIE INVERTER 5.4 KW SINGLE MPPT 1 STR-1PH,SINV25-00703,C000191,2.0,2025-05-23,FG,0,0,ON GRID INVERTER,SINV25-00703,NAVYA TRADERS,ISMAILAPUR,UP
0.0,0.0,Shipment No. DS25-00676:,SINV25-00704,,0.0,2025-05-23,FG,0,0,,SINV25-00704,M/S JAISWAL BATTERY SERVICE,SULTANPUR,UP
400400.0,400400.0,SOLAR PANEL 550 WP MONO HALF CUT NON DCR BIFACIAL GLASS TO BACK SHEET,SINV25-00704,C000218,56.0,2025-05-23,FG,0,0,FG-SOLAR PANEL TB,SINV25-00704,M/S JAISWAL BATTERY SERVICE,SULTANPUR,UP
0.0,0.0,Shipment No. DS25-00670:,SINV25-00705,,0.0,2025-05-23,,0,0,,SINV25-00705,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
2679040.0,2679040.0,SOLAR PANEL 520 WP MONO HALF CUT DCR,SINV25-00705,C000106,224.0,2025-05-23,FG,0,0,FG-SOLAR PANEL WB,SINV25-00705,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
0.0,0.0,Shipment No. DS25-00671:,SINV25-00706,,0.0,2025-05-23,,0,0,,SINV25-00706,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
2679040.0,2679040.0,SOLAR PANEL 520 WP MONO HALF CUT DCR,SINV25-00706,C000106,224.0,2025-05-23,FG,0,0,FG-SOLAR PANEL WB,SINV25-00706,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
0.0,0.0,Shipment No. DS25-00677:,SINV25-00707,,0.0,2025-05-23,,0,0,,SINV25-00707,GARGEE ENTERPRISES,LUCKNOW,UP
200200.0,200200.0,SOLAR PANEL 550 WP MONO HALF CUT NON DCR BIFACIAL GLASS TO BACK SHEET,SINV25-00707,C000274,28.0,2025-05-23,FG,0,0,FG-SOLAR PANEL TB,SINV25-00707,GARGEE ENTERPRISES,LUCKNOW,UP
392700.0,392700.0,SOLAR PANEL 550 WP MONO HALF CUT DCR BIFACIAL GLASS TO BACK SHEET,SINV25-00707,C000274,28.0,2025-05-23,FG,0,0,FG-SOLAR PANEL TB,SINV25-00707,GARGEE ENTERPRISES,LUCKNOW,UP
0.0,0.0,Shipment No. DS25-00680:,SINV25-00708,,0.0,2025-05-23,,0,0,,SINV25-00708,SHREE KRISHNA ELECTRIC BIKE,RAEBRELI,UP
400400.0,400400.0,SOLAR PANEL 550 WP MONO HALF CUT NON DCR BIFACIAL GLASS TO BACK SHEET,SINV25-00708,C000132,56.0,2025-05-23,FG,0,0,FG-SOLAR PANEL TB,SINV25-00708,SHREE KRISHNA ELECTRIC BIKE,RAEBRELI,UP
785400.0,785400.0,SOLAR PANEL 550 WP MONO HALF CUT DCR BIFACIAL GLASS TO BACK SHEET,SINV25-00708,C000132,56.0,2025-05-23,FG,0,0,FG-SOLAR PANEL TB,SINV25-00708,SHREE KRISHNA ELECTRIC BIKE,RAEBRELI,UP
0.0,0.0,Shipment No. DS25-00672:,SINV25-00709,,0.0,2025-05-23,,0,0,,SINV25-00709,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
2679040.0,2679040.0,SOLAR PANEL 520 WP MONO HALF CUT DCR,SINV25-00709,C000106,224.0,2025-05-23,FG,0,0,FG-SOLAR PANEL WB,SINV25-00709,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
0.0,0.0,Shipment No. DS25-00673:,SINV25-00710,,0.0,2025-05-23,,0,0,,SINV25-00710,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
2679040.0,2679040.0,SOLAR PANEL 520 WP MONO HALF CUT DCR,SINV25-00710,C000106,224.0,2025-05-23,FG,0,0,FG-SOLAR PANEL WB,SINV25-00710,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
0.0,0.0,Shipment No. DS25-00682:,SINV25-00711,,0.0,2025-05-24,,0,0,,SINV25-00711,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
2679040.0,2679040.0,SOLAR PANEL 520 WP MONO HALF CUT DCR,SINV25-00711,C000106,224.0,2025-05-24,FG,0,0,FG-SOLAR PANEL WB,SINV25-00711,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
0.0,0.0,Shipment No. DS25-00683:,SINV25-00712,,0.0,2025-05-24,,0,0,,SINV25-00712,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
2679040.0,2679040.0,SOLAR PANEL 520 WP MONO HALF CUT DCR,SINV25-00712,C000106,224.0,2025-05-24,FG,0,0,FG-SOLAR PANEL WB,SINV25-00712,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
0.0,0.0,Shipment No. DS25-00684:,SINV25-00713,,0.0,2025-05-24,,0,0,,SINV25-00713,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
2679040.0,2679040.0,SOLAR PANEL 520 WP MONO HALF CUT DCR,SINV25-00713,C000106,224.0,2025-05-24,FG,0,0,FG-SOLAR PANEL WB,SINV25-00713,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
0.0,0.0,Shipment No. DS25-00685:,SINV25-00714,,0.0,2025-05-24,,0,0,,SINV25-00714,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
2679040.0,2679040.0,SOLAR PANEL 520 WP MONO HALF CUT DCR,SINV25-00714,C000106,224.0,2025-05-24,FG,0,0,FG-SOLAR PANEL WB,SINV25-00714,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
0.0,0.0,Shipment No. DS25-00686:,SINV25-00715,,0.0,2025-05-24,,0,0,,SINV25-00715,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
2679040.0,2679040.0,SOLAR PANEL 520 WP MONO HALF CUT DCR,SINV25-00715,C000106,224.0,2025-05-24,FG,0,0,FG-SOLAR PANEL WB,SINV25-00715,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
0.0,0.0,Shipment No. DS25-00687:,SINV25-00716,,0.0,2025-05-24,,0,0,,SINV25-00716,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
2679040.0,2679040.0,SOLAR PANEL 520 WP MONO HALF CUT DCR,SINV25-00716,C000106,224.0,2025-05-24,FG,0,0,FG-SOLAR PANEL WB,SINV25-00716,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
0.0,0.0,Shipment No. DS25-00688:,SINV25-00717,,0.0,2025-05-24,,0,0,,SINV25-00717,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
2679040.0,2679040.0,SOLAR PANEL 520 WP MONO HALF CUT DCR,SINV25-00717,C000106,224.0,2025-05-24,FG,0,0,FG-SOLAR PANEL WB,SINV25-00717,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
0.0,0.0,Shipment No. DS25-00689:,SINV25-00718,,0.0,2025-05-24,,0,0,,SINV25-00718,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
2679040.0,2679040.0,SOLAR PANEL 520 WP MONO HALF CUT DCR,SINV25-00718,C000106,224.0,2025-05-24,FG,0,0,FG-SOLAR PANEL WB,SINV25-00718,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
0.0,0.0,Shipment No. DS25-00694:,SINV25-00719,,0.0,2025-05-24,,0,0,,SINV25-00719,SIYARAM IRRIGATION PRIVATE LIMITED,HISAR,HR
1377000.0,1377000.0,SOLAR PANEL 550 WP MONO HALF CUT NON DCR,SINV25-00719,C000204,200.0,2025-05-24,FG,0,0,FG-SOLAR PANEL WB,SINV25-00719,SIYARAM IRRIGATION PRIVATE LIMITED,HISAR,HR
0.0,0.0,Shipment No. DS25-00693:,SINV25-00720,,0.0,2025-05-24,,0,0,,SINV25-00720,SIYARAM IRRIGATION PRIVATE LIMITED,HISAR,HR
